time,a.cont OuterVoltage,a.cont InnerVoltage,a.cont QuasiFermiPotential,a.cont DisplacementCurrent,a.cont eCurrent,a.cont hCurrent,a.cont TotalCurrent,a.cont Charge,k.cont OuterVoltage,k.cont InnerVoltage,k.cont QuasiFermiPotential,k.cont DisplacementCurrent,k.cont eCurrent,k.cont hCurrent,k.cont TotalCurrent,k.cont Charge,Min ElectricField/x,Min X_ElectricField/x,Min Y_ElectricField/x,Min ElectricField/y,Min X_ElectricField/y,Min Y_ElectricField/y,Max ElectricField/x,Max X_ElectricField/x,Max Y_ElectricField/x,Max ElectricField/y,Max X_ElectricField/y,Max Y_ElectricField/y
Time,OuterVoltage,InnerVoltage,QuasiFermiPotential,DisplacementCurrent,eCurrent,hCurrent,TotalCurrent,Charge,OuterVoltage,InnerVoltage,QuasiFermiPotential,DisplacementCurrent,eCurrent,hCurrent,TotalCurrent,Charge,ElectricField,X_ElectricField/x,Y_ElectricField/x,ElectricField,X_ElectricField/y,Y_ElectricField/y,ElectricField,X_ElectricField/x,Y_ElectricField/x,ElectricField,X_ElectricField/y,Y_ElectricField/y
0.62023136,12.404627,12.404627,0,1.324757e-14,1.3104377e-7,3.8455249e-5,3.8586293e-5,5.6111642e-16,0,0,0,-1.4927464e-15,-1.3104867e-7,-3.8455244e-5,-3.8586293e-5,-5.6111642e-16,-4032.2665,0.44336475,6.2686567,-90594.965,0,3.880597,699823.64,0,6,89781.088,0,6.2686567
0.63023136,12.604627,12.604627,0,1.3323366e-14,1.3111638e-7,3.8656073e-5,3.8787189e-5,5.6354088e-16,0,0,0,-1.3473685e-15,-1.3112117e-7,-3.8656068e-5,-3.8787189e-5,-5.6354088e-16,-4060.8709,0.44336475,6.2686567,-96125.419,0,3.880597,738552.26,0,6,95428.052,0,6.2686567
0.64023136,12.804627,12.804627,0,1.3353308e-14,1.3118155e-7,3.8837625e-5,3.8968806e-5,5.6573349e-16,0,0,0,-1.2170961e-15,-1.3118623e-7,-3.883762e-5,-3.8968806e-5,-5.6573349e-16,-4092.3365,0.44336475,6.2686567,-101729.02,0,3.880597,777657.05,0,6,101158.69,0,6.2686567
0.65023136,13.004627,13.004627,0,1.3337389e-14,1.312401e-7,3.9001789e-5,3.9133029e-5,5.677164e-16,0,0,0,-1.1000038e-15,-1.3124466e-7,-3.9001784e-5,-3.9133029e-5,-5.677164e-16,-4126.9573,0.44336475,6.2686567,-107395.94,0,3.880597,817054.55,0,6,106963.25,0,6.2686567
0.66023136,13.204627,13.204627,0,1.3289383e-14,1.3129279e-7,3.9150459e-5,3.9281752e-5,5.6951147e-16,0,0,0,-9.956244e-16,-1.3129725e-7,-3.9150455e-5,-3.9281752e-5,-5.6951147e-16,-4165.159,0.44336475,6.2686567,-113117.83,0,3.880597,856667.93,0,6,112831.98,0,6.2686567
0.67023136,13.404627,13.404627,0,1.3229845e-14,1.3134039e-7,3.9285574e-5,3.9416914e-5,5.7113992e-16,0,0,0,-9.0303073e-16,-1.3134475e-7,-3.9285569e-5,-3.9416914e-5,-5.7113992e-16,-4207.3855,0.44336475,6.2686567,-118886,0,3.880597,896432.62,0,6,118755.05,0,6.2686567
0.68023136,13.604627,13.604627,0,1.3172106e-14,1.3138359e-7,3.9408921e-5,3.9540304e-5,5.7262024e-16,0,0,0,-8.2268992e-16,-1.3138785e-7,-3.9408916e-5,-3.9540304e-5,-5.7262024e-16,-4253.9662,0.44336475,6.2686567,-124690.09,0,3.880597,936300.61,0,6,124724.08,0,6.2686567
0.69023136,13.804627,13.804627,0,1.3113985e-14,1.3142294e-7,3.9521934e-5,3.9653357e-5,5.739671e-16,0,0,0,-7.5366053e-16,-1.3142712e-7,-3.952193e-5,-3.9653357e-5,-5.739671e-16,-4305.0642,0.44336475,6.2686567,-130520,0,3.880597,976236.88,0,6,130732.74,0,6.2686567
0.70023136,14.004627,14.004627,0,1.3037445e-14,1.3145884e-7,3.9625635e-5,3.9757093e-5,5.7519123e-16,0,0,0,-6.9043549e-16,-1.3146293e-7,-3.962563e-5,-3.9757093e-5,-5.7519123e-16,-4360.9722,0.44336475,6.2686567,-136369.68,0,3.880597,1016212.6,0,6,136776.5,0,6.2686567
0.71023136,14.204627,14.204627,0,1.2926433e-14,1.3149156e-7,3.972072e-5,3.9852211e-5,5.7629958e-16,0,0,0,-6.3210877e-16,-1.3149556e-7,-3.9720716e-5,-3.9852211e-5,-5.7629958e-16,-4423.3319,0.44336475,3.7313433,-142237.78,0,3.880597,1056201.6,0,6,142852.57,0,6.2686567
0.72023136,14.404627,14.404627,0,1.2770204e-14,1.3152129e-7,3.9807744e-5,3.9939265e-5,5.7729615e-16,0,0,0,-5.7627367e-16,-1.3152522e-7,-3.980774e-5,-3.9939265e-5,-5.7729615e-16,-4495.5518,0.44336475,3.7313433,-148125.4,0,3.880597,1096179.1,0,6,148959.96,0,6.2686567
0.73023136,14.604627,14.604627,0,1.2579333e-14,1.3154826e-7,3.9887307e-5,4.0018855e-5,5.7818317e-16,0,0,0,-5.2471399e-16,-1.3155212e-7,-3.9887303e-5,-4.0018855e-5,-5.7818317e-16,-4578.8834,0.44336475,3.7313433,-154033.48,0,3.880597,1136120.8,0,6,155098.39,0,6.2686567
0.74023136,14.804627,14.804627,0,1.2374736e-14,1.3157271e-7,3.9960135e-5,4.0091708e-5,5.7896212e-16,0,0,0,-4.7902236e-16,-1.3157649e-7,-3.9960131e-5,-4.0091708e-5,-5.7896212e-16,-4673.725,0.44336475,3.7313433,-159961.04,0,3.880597,1176003.9,0,6,161267.21,0,6.2686567
0.75023136,15.004627,15.004627,0,1.2169934e-14,1.3159488e-7,4.0027002e-5,4.0158597e-5,5.7963424e-16,0,0,0,-4.3615505e-16,-1.315986e-7,-4.0026998e-5,-4.0158597e-5,-5.7963424e-16,-4779.6609,0.44336475,3.7313433,-165904.25,0,3.880597,1215807.6,0,6,167465.47,0,6.2686567
0.76023136,15.204627,15.204627,0,1.1965854e-14,1.3161499e-7,4.0088566e-5,4.0220181e-5,5.8020059e-16,0,0,0,-3.9785337e-16,-1.3161865e-7,-4.0088562e-5,-4.0220181e-5,-5.8020059e-16,-4896.8068,0.44336475,3.7313433,-171857.58,0,3.880597,1255512.2,0,6,173693.01,0,6.2686567
0.77023136,15.404627,15.404627,0,1.1750067e-14,1.3163319e-7,4.0145297e-5,4.027693e-5,5.8066175e-16,0,0,0,-3.6289272e-16,-1.3163679e-7,-4.0145293e-5,-4.027693e-5,-5.8066175e-16,-5032.2613,0.45044416,3.7313433,-177817.07,0,3.880597,1295094.8,0,6,179950.13,0,6.2686567
0.78023136,15.604627,15.604627,0,1.150731e-14,1.3164958e-7,4.0197514e-5,4.0329163e-5,5.8101889e-16,0,0,0,-3.2781883e-16,-1.3165312e-7,-4.019751e-5,-4.0329163e-5,-5.8101889e-16,-5190.9749,0.45044416,3.7313433,-183782.45,0,3.880597,1334525.8,0,6,186236.62,0,6.2686567
0.79023136,15.804627,15.804627,0,1.1234194e-14,1.3166421e-7,4.0245458e-5,4.0377123e-5,5.8127725e-16,0,0,0,-2.9491095e-16,-1.3166771e-7,-4.0245455e-5,-4.0377123e-5,-5.8127725e-16,-5375.7739,0.45044416,3.7313433,-189756.01,0,3.880597,1373771.2,0,6,192551.85,0,6.2686567
0.80023136,16.004627,16.004627,0,1.0931334e-14,1.316772e-7,4.0289363e-5,4.0421041e-5,5.81454e-16,0,0,0,-2.6519547e-16,-1.3168065e-7,-4.028936e-5,-4.0421041e-5,-5.81454e-16,-5610.1559,0.45752356,6.2686567,-195739.31,0,3.880597,1412791.5,0,6,198894.5,0,6.2686567
0.81023136,16.204627,16.204627,0,1.0605178e-14,1.3168872e-7,4.0329492e-5,4.0461181e-5,5.8158978e-16,0,0,0,-2.3954303e-16,-1.3169212e-7,-4.0329489e-5,-4.0461181e-5,-5.8158978e-16,-5913.8111,0.45752356,6.2686567,-201729.65,0,3.880597,1451535.3,0,6,205261.12,0,6.2686567
0.82023136,16.404627,16.404627,0,1.0262013e-14,1.3169901e-7,4.0366143e-5,4.0497842e-5,5.8175996e-16,0,0,0,-2.1761388e-16,-1.3170237e-7,-4.036614e-5,-4.0497842e-5,-5.8175996e-16,-6271.5377,0.45752356,6.2686567,-207718.63,0,3.880597,1489933.8,0,6,211644.18,0,6.2686567
0.83023136,16.604627,16.604627,0,9.9094765e-15,1.3170847e-7,4.0399616e-5,4.0531324e-5,5.8208331e-16,0,0,0,-2.0460363e-16,-1.3171179e-7,-4.0399612e-5,-4.0531324e-5,-5.8208331e-16,-6683.8209,0.45752356,6.2686567,-213692.39,0,3.880597,1527894.8,0,6,218030.29,0,6.2686567
0.84023136,16.804627,16.804627,0,9.5467041e-15,1.3171759e-7,4.0430192e-5,4.0561909e-5,5.8272484e-16,0,0,0,-2.0056889e-16,-1.3172087e-7,-4.0430188e-5,-4.0561909e-5,-5.8272484e-16,-7143.027,0.45752356,6.2686567,-219632.28,0,3.880597,1565303.4,0,6,224399.97,0,6.2686567
0.85023136,17.004627,17.004627,0,9.1754304e-15,1.3172695e-7,4.0458137e-5,4.0589864e-5,5.8388467e-16,0,0,0,-2.0629539e-16,-1.3173021e-7,-4.0458134e-5,-4.0589864e-5,-5.8388467e-16,-7631.9558,0.45752356,6.2686567,-225516.35,0,3.880597,1602031.9,0,6,230729.25,0,6.2686567
0.86023136,17.204627,17.204627,0,8.8036754e-15,1.3173718e-7,4.0483711e-5,4.0615448e-5,5.8576931e-16,0,0,0,-2.2424643e-16,-1.317404e-7,-4.0483707e-5,-4.0615448e-5,-5.8576931e-16,-8124.014,0.45752356,6.2686567,-231322.1,0,3.880597,1637955.4,0,6,236992.84,0,6.2686567
0.87023136,17.404627,17.404627,0,8.4389989e-15,1.3174884e-7,4.0507168e-5,4.0638917e-5,5.885537e-16,0,0,0,-2.5336024e-16,-1.3175203e-7,-4.0507165e-5,-4.0638917e-5,-5.885537e-16,-8589.7086,0.47168237,6.2686567,-237030.23,0,3.880597,1672973.9,0,6,243168.4,0,6.2686567
0.88023136,17.604627,17.604627,0,8.0889253e-15,1.3176235e-7,4.0528759e-5,4.0660521e-5,5.9235146e-16,0,0,0,-2.8980736e-16,-1.3176551e-7,-4.0528755e-5,-4.0660521e-5,-5.9235146e-16,-9035.7135,0.48584119,6.2686567,-242627.53,0,3.880597,1707031.3,0,6,249240.13,0,6.2686567
0.89023136,17.804627,17.804627,0,7.7618002e-15,1.3177797e-7,4.0548719e-5,4.0680497e-5,5.9720578e-16,0,0,0,-3.3038124e-16,-1.317811e-7,-4.0548716e-5,-4.0680497e-5,-5.9720578e-16,-9418.1176,0.48584119,6.2686567,-248107.86,0,3.880597,1740120,0,6,255199.97,0,6.2686567
0.90023136,18.004627,18.004627,0,7.4652116e-15,1.3179582e-7,4.0567269e-5,4.0699065e-5,6.0310019e-16,0,0,0,-3.7435987e-16,-1.3179892e-7,-4.0567266e-5,-4.0699065e-5,-6.0310019e-16,-9689.0331,0.48584119,6.2686567,-253471.15,0,3.880597,1772275,0,6,261046.52,0,6.2686567
0.91023136,18.204627,18.204627,0,7.2003559e-15,1.3181589e-7,4.0584603e-5,4.0716419e-5,6.0997825e-16,0,0,0,-4.1779346e-16,-1.3181897e-7,-4.05846e-5,-4.0716419e-5,-6.0997825e-16,-9846.8709,0.48584119,6.2686567,-258721.57,0,3.880597,1803560,0,6,266782.72,0,6.2686567
0.92023136,18.404627,18.404627,0,6.9669216e-15,1.3183813e-7,4.0600893e-5,4.0732731e-5,6.1776203e-16,0,0,0,-4.6004494e-16,-1.3184118e-7,-4.060089e-5,-4.0732731e-5,-6.1776203e-16,-10121.419,0.5,6.4179104,-263865.56,0,3.880597,1834051.2,0,6,272413.73,0,6.2686567
0.93023136,18.604627,18.604627,0,6.7636488e-15,1.3186243e-7,4.0616279e-5,4.0748141e-5,6.2636507e-16,0,0,0,-5.0139037e-16,-1.3186546e-7,-4.0616276e-5,-4.0748141e-5,-6.2636507e-16,-10980.839,0.5,6.4179104,-268910.28,0,3.880597,1863824.5,0,6,277945.49,0,6.2686567
0.94023136,18.804627,18.804627,0,6.5844711e-15,1.3188866e-7,4.0630878e-5,4.0762766e-5,6.3570035e-16,0,0,0,-5.4069721e-16,-1.3189167e-7,-4.0630875e-5,-4.0762766e-5,-6.3570035e-16,-11842.047,0.5,6.4179104,-273862.84,0,3.880597,1892948.3,0,6,283383.93,0,6.2686567
0.95023136,19.004627,19.004627,0,6.4264651e-15,1.3191668e-7,4.0644784e-5,4.0776701e-5,6.4568493e-16,0,0,0,-5.7795128e-16,-1.3191966e-7,-4.0644781e-5,-4.0776701e-5,-6.4568493e-16,-12689.127,0.5,6.4179104,-278729.83,0,3.880597,1921481.5,0,6,288734.77,0,6.2686567
0.96023136,19.204627,19.204627,0,6.2831116e-15,1.3194634e-7,4.0658075e-5,4.0790021e-5,6.5624226e-16,0,0,0,-6.1086623e-16,-1.3194931e-7,-4.0658072e-5,-4.0790021e-5,-6.5624226e-16,-13515.924,0.48584119,6.4179104,-283516.89,0,3.880597,1949472.2,0,6,294003.23,0,6.2686567
0.97023136,19.404627,19.404627,0,6.1524499e-15,1.3197752e-7,4.067081e-5,4.0802788e-5,6.6730322e-16,0,0,0,-6.4152316e-16,-1.3198046e-7,-4.0670807e-5,-4.0802788e-5,-6.6730322e-16,-14355.16,0.48584119,6.4179104,-288228.13,0,3.880597,1976957.4,0,6,299193.64,0,6.2686567
0.98023136,19.604627,19.604627,0,6.0317121e-15,1.3201006e-7,4.0683041e-5,4.0815051e-5,6.7880625e-16,0,0,0,-6.7098381e-16,-1.3201298e-7,-4.0683038e-5,-4.0815051e-5,-6.7880625e-16,-15140.725,0.48584119,6.4179104,-292865.84,0,3.880597,2003961.3,0,6,304309.04,0,6.2686567
0.99023136,19.804627,19.804627,0,5.9163753e-15,1.3204385e-7,4.0694806e-5,4.082685e-5,6.9069714e-16,0,0,0,-6.9745027e-16,-1.3204676e-7,-4.0694803e-5,-4.082685e-5,-6.9069714e-16,-15854.287,0.48584119,6.4179104,-297430.84,0,3.880597,2030496.9,0,6,309351.1,0,6.2686567
1,20,20,0,5.8083576e-15,1.3207795e-7,4.0705882e-5,4.083796e-5,7.0264221e-16,0,0,0,-7.228408e-16,-1.3208084e-7,-4.0705879e-5,-4.083796e-5,-7.0264221e-16,-16515.74,0.45752356,6.4179104,-301820.54,0,3.880597,2055972.7,0,6,314206.46,0,6.2686567

